accX,accY,accZ
-21.647,-9.098,-21.02
-31.529,-2.667,-18.824
-37.647,0.471,-16.941
-38.588,-0.157,-15.686
-32.941,-6.431,-11.294
-28.235,-8.784,-9.882
-21.961,-9.255,-8.157
-19.137,-11.137,-7.686
3.608,-16.471,-1.255
26.667,-21.02,6.275
80,-26.353,14.275
-9.569,-16.314,1.882
-58.353,-15.373,2.039
-8.157,-16.784,-2.51
-3.765,-20.549,-6.275
-11.137,-7.216,-6.745
-6.902,-5.02,-4.549
-2.98,-8.314,-12.078
-6.588,-13.02,-3.608
-5.647,-14.902,-2.667
-3.294,-9.255,-6.275
-0.314,-7.686,-5.804
2.824,-9.882,-4.078
2.98,-9.725,-4.706
-0.157,-7.686,-3.765
-1.569,-8.157,-2.039
-2.824,-8.941,-4.078
-1.725,-9.882,-4.392
-1.569,-9.725,-4.235
0.314,-9.725,-4.235
0.784,-10.039,-2.824
0.471,-9.255,-3.451
0.157,-9.882,-3.451
0.314,-10.353,-2.98
-0.941,-9.569,-3.137
-0.627,-9.412,-3.294
-1.569,-8.941,-3.294
-1.569,-9.098,-3.765
-0.314,-9.725,-3.765
-0.314,-9.569,-3.922
0.157,-9.255,-3.451
0,-9.255,-3.922
0.471,-9.569,-3.294
0,-9.412,-3.922
0,-9.412,-3.922
-0.157,-9.255,-3.294
0,-9.098,-3.765
0.471,-8.627,-4.549
-0.157,-8.941,-4.078
0.314,-9.098,-4.078
0,-8.784,-4.392
-0.157,-8.784,-4.235
0.314,-8.941,-3.765
0.157,-8.784,-3.922
-0.314,-8.784,-3.137
-0.627,-8.941,-2.98
-0.784,-9.255,-3.294
-0.471,-9.569,-2.667
-0.157,-10.196,-2.824
-0.314,-11.137,-2.98
-0.157,-11.451,-3.451
-0.314,-12.235,-4.392
-0.471,-12.392,-4.706
-1.255,-12.078,-3.765
-1.098,-11.922,-3.608
-1.882,-11.922,-3.765
-1.725,-13.02,-3.294
-2.196,-13.49,-3.765
-2.353,-14.118,-3.608
-1.882,-14.745,-2.98
-1.882,-14.745,-2.824
-1.882,-15.059,-2.039
-0.314,-17.098,0.784
0.314,-17.569,0.471
0.314,-19.608,1.255
4.706,-20.235,-0.314
3.608,-19.922,-0.941
5.176,-21.02,0
4.863,-20.549,-2.667
2.667,-20.235,-4.549
2.824,-20.235,-3.922
4.392,-20.706,-4.392
8.471,-19.608,-5.961
8.157,-18.824,-4.392
6.275,-17.569,-5.02
5.176,-16.627,-5.961
-1.412,-14.902,-10.196
-1.882,-15.843,-8.784
-2.039,-9.882,-8.314
-2.353,-7.843,-8.314
-0.471,-9.255,-2.667
7.216,-10.353,-0.471
10.039,-8.627,0.471
9.882,-4.235,0.941
8.471,-3.922,1.412
5.02,-3.451,0.941
3.922,-2.667,0.471
3.451,-2.353,0.784
3.137,-4.235,0.784
3.137,-4.706,0.784
2.667,-5.176,1.098
2.196,-5.333,0.941
1.569,-5.49,0.784
1.412,-5.961,0.471
1.255,-6.745,0.157
1.412,-7.059,-0.314
1.098,-7.686,-0.941
1.412,-9.098,-1.725
1.412,-9.882,-2.039
1.098,-11.451,-2.98
0.941,-11.922,-3.137
0,-13.804,-4.549
-0.627,-14.902,-5.02
-1.882,-17.255,-6.431
-1.882,-19.137,-7.843
-2.667,-19.608,-8.471
-5.176,-21.176,-10.039
-7.529,-22.275,-10.353
-15.686,-24.157,-13.804
-19.294,-24,-15.529
-21.804,-24,-18.039
-21.961,-23.529,-18.196
-22.588,-19.922,-18.824
-22.118,-14.431,-20.235
-22.431,-11.137,-21.804
-24.941,-4.549,-24.784
-27.765,-2.51,-24.941
-32.627,0.314,-22.745
-33.255,-0.157,-20.706
-29.804,-6.118,-16.941
-25.255,-10.196,-14.902
-18.824,-10.196,-14.745
-5.02,-13.02,-2.667
12.549,-18.824,4.549
62.745,-26.039,8.314
50.196,-22.902,4.863
-22.275,-15.373,-0.314
-32.627,-10.51,-2.51
-5.02,-14.588,-0.627
-14.588,-11.765,-1.882
-11.765,-3.451,-3.608
0.627,-3.765,-11.137
-3.294,-6.275,-10.824
-0.314,-11.922,-6.588
-2.196,-13.333,-5.804
-4.706,-11.294,-3.451
-4.078,-10.353,-4.392
-1.098,-10.51,-3.608
0.941,-9.882,-2.51
0.157,-9.412,-2.51
-1.569,-9.255,-2.824
-2.667,-9.255,-3.294
-1.882,-8.314,-4.078
-2.824,-8.784,-2.51
0,-10.51,-2.667
2.667,-10.353,-3.765
2.196,-10.039,-3.294
3.137,-9.412,-3.922
2.039,-8.627,-3.608
0.471,-9.569,-2.039
0.471,-9.098,-2.98
-0.314,-8.627,-2.98
-0.941,-8.627,-3.294
-0.941,-8.941,-2.667
0.157,-8.941,-3.608
-0.314,-9.255,-2.98
0.784,-9.569,-3.137
1.098,-9.569,-2.824
0.627,-9.725,-2.667
0.157,-9.725,-2.51
0,-9.098,-3.294
0,-8.784,-2.824
0.157,-8.627,-3.137
0.941,-8.627,-4.078
0.784,-8.784,-4.078
0.471,-9.255,-4.392
-0.157,-9.412,-5.02
-1.725,-9.412,-4.392
-1.569,-9.569,-3.608
-2.039,-9.255,-4.392
-2.039,-10.196,-2.353
-1.882,-10.353,-1.255
-1.569,-9.882,-3.137
-1.098,-9.725,-2.824
0.314,-10.51,-2.353
1.098,-10.824,-3.137
0.314,-11.765,-4.078
0.157,-12.392,-4.235
-0.314,-12.392,-4.549
-0.941,-11.765,-4.549
-0.941,-12.392,-3.608
-0.314,-13.333,-4.549
-0.314,-14.118,-4.863
0,-15.529,-4.706
-0.784,-15.686,-5.647
-1.412,-16.627,-4.392
-0.157,-18.824,-1.882
0,-19.451,-2.196
1.098,-21.961,0.157
2.824,-21.961,0.314
3.765,-20.392,-0.471
4.863,-20.549,0.157
3.451,-20.549,1.098
0.157,-21.02,1.569
-1.255,-21.176,-0.314
3.765,-20.392,-8.157
6.902,-20.549,-9.255
10.98,-21.02,-6.902
10.039,-19.922,-5.804
5.02,-17.882,-5.961
2.667,-17.255,-7.529
-5.49,-13.49,-9.098
-4.078,-8.314,-5.961
-2.039,-7.529,-4.549
2.98,-9.725,-1.412
6.745,-9.882,-0.784
11.608,-7.529,1.098
10.824,-5.804,1.412
6.902,-3.765,1.725
5.176,-3.765,1.569
3.137,-3.451,1.569
3.451,-4.078,1.725
3.451,-4.078,1.725
3.608,-4.706,1.882
3.451,-4.549,2.039
2.667,-4.863,2.039
2.353,-4.706,1.882
2.039,-5.647,1.098
1.725,-5.804,0.627
1.725,-5.961,0.157
1.569,-6.902,-0.471
1.255,-7.216,-0.784
0.941,-8.784,-1.725
0.941,-9.569,-2.196
0.314,-10.667,-2.51
0.157,-11.137,-3.137
0.627,-13.176,-3.451
1.098,-16,-4.235
0.784,-17.725,-5.176
-0.471,-20.863,-6.588
-2.353,-22.902,-6.902
-6.745,-23.529,-10.51
-9.569,-23.843,-11.137
-16,-24.784,-12.706
-19.137,-24.157,-16
-19.294,-23.216,-16.784
-18.824,-23.059,-18.824
-20.706,-21.647,-19.451
-22.745,-16,-22.118
-22.902,-12.392,-25.098
-26.353,-4.549,-27.451
-29.333,-2.039,-26.196
-36.392,1.569,-24.627
-37.176,0,-22.275
-33.882,-4.706,-20.078
-26.824,-5.176,-17.412
-18.98,-7.373,-13.647
34.51,-26.667,10.353
78.588,-32.784,7.686
3.451,-20.863,-13.176
-34.51,-9.412,-5.176
-2.353,-12.392,5.176
-9.255,-18.824,1.569
-15.059,-7.373,1.412
-1.098,0.941,-11.765
-1.882,-5.333,-9.098
-7.373,-10.51,-8.627
-2.98,-15.216,-6.588
-2.353,-14.118,-4.863
-0.314,-9.725,-5.49
0.471,-9.882,-4.392
0.941,-9.569,-3.765
-0.314,-8.471,-3.608
-1.098,-7.843,-3.294
-1.725,-8.314,-2.98
-1.569,-9.725,-3.294
-1.098,-10.039,-3.608
-1.412,-10.667,-2.51
-0.157,-9.882,-2.824
0.627,-9.255,-3.451
0.471,-9.725,-1.882
0.941,-9.255,-2.824
0.941,-10.039,-2.824
0.314,-10.196,-2.353
-0.157,-8.471,-3.765
0,-9.255,-3.608
-0.157,-9.569,-3.137
1.255,-8.784,-3.765
2.039,-8.627,-3.608
0.941,-9.098,-3.294
1.098,-9.412,-3.451
1.569,-10.039,-3.608
1.569,-8.471,-3.294
1.255,-8.784,-3.137
1.725,-8.627,-3.451
1.569,-8.627,-3.451
1.569,-8.471,-4.078
1.255,-9.098,-4.078
-0.471,-9.725,-4.078
-0.627,-9.882,-3.922
-1.098,-9.569,-4.078
-1.412,-9.098,-3.137
-1.569,-9.098,-2.51
-1.725,-8.941,-2.039
-1.569,-9.255,-1.725
-1.412,-9.725,-1.255
-0.941,-10.039,-1.412
-0.314,-10.98,-1.725
-0.314,-11.765,-2.039
-0.784,-12.235,-3.451
-1.725,-11.922,-2.51
-0.784,-12.392,-2.196
-0.314,-12.078,-2.98
-0.157,-13.02,-2.824
0.314,-14.275,-4.235
-0.157,-14.588,-5.02
-0.471,-15.373,-4.706
-0.784,-16,-3.608
-0.314,-16.784,-2.196
0.157,-18.667,-0.941
-0.627,-19.922,-0.627
1.882,-21.02,0.314
1.412,-20.392,-0.627
3.922,-22.588,3.451
5.804,-22.431,2.353
4.235,-21.49,-0.627
4.078,-20.549,-2.824
4.863,-20.706,-4.078
5.647,-20.549,-4.549
5.804,-20.392,-4.549
1.725,-19.608,-2.039
0.157,-18.51,-4.549
-0.941,-16.627,-8.314
-2.667,-16.157,-6.745
-1.569,-13.333,-9.412
3.294,-7.843,-9.569
4.078,-8.784,-8.314
7.843,-11.294,-0.941
10.353,-10.196,-0.471
10.51,-6.275,0.627
8.627,-4.706,0.941
4.706,-3.451,1.569
2.353,-2.039,0.471
2.039,-1.412,1.098
3.137,-2.039,0.627
3.608,-2.51,0.627
3.451,-3.137,0.627
3.137,-3.451,0.471
2.667,-3.608,0.627
1.569,-4.078,0.314
1.412,-4.549,0.157
1.412,-5.176,-0.471
1.725,-5.176,-0.471
1.412,-6.275,-1.412
1.569,-6.902,-1.882
1.569,-8,-3.137
1.255,-8.627,-3.608
1.098,-9.725,-4.549
0.471,-11.137,-5.804
0.157,-12.078,-6.431
0,-13.961,-7.843
-0.314,-15.059,-8.314
-1.725,-17.412,-8.784
-2.824,-18.51,-9.412
-6.431,-20.549,-11.137
-11.922,-23.059,-13.02
-15.529,-23.686,-13.804
-19.765,-24.627,-15.686
-20.706,-24.471,-16.627
-22.431,-21.804,-17.255
-22.118,-19.922,-16.784
-20.706,-14.431,-16.471
-20.392,-11.451,-17.569
-24.627,-6.902,-20.392
-30.275,-2.667,-21.02
-31.686,-0.627,-19.922
-31.059,-2.98,-15.843
-28.863,-5.647,-14.275
-21.176,-10.51,-13.02
-20.549,-8.941,-11.137
2.667,-16.471,1.725
54.431,-26.196,5.804
63.529,-24.784,7.529
-15.059,-14.902,-3.451
-34.667,-11.451,-1.412
-2.039,-15.216,1.882
-5.02,-18.039,-0.941
-10.824,-5.176,-0.314
-4.706,-1.412,-5.176
0.627,-5.804,-11.765
0.314,-9.882,-9.412
-2.353,-12.392,-7.529
-4.392,-14.275,-2.353
-4.392,-11.294,-4.863
-2.196,-9.725,-3.765
0.314,-9.882,-3.608
0,-9.412,-2.98
-0.941,-9.255,-2.98
-2.667,-9.569,-2.667
-2.824,-8.784,-1.255
-2.98,-9.255,-1.725
0,-10.667,-3.451
0.314,-10.824,-3.294
1.882,-10.039,-4.235
1.569,-9.725,-3.765
1.882,-9.412,-3.608
0.314,-8.941,-2.98
0.314,-8.784,-3.294
-0.314,-8,-2.824
0,-8.471,-2.824
0.784,-9.569,-2.51
0.627,-9.569,-2.98
0.471,-9.725,-3.137
0.314,-9.725,-2.824
0.314,-9.255,-3.137
0.627,-9.569,-2.667
1.098,-9.569,-2.824
0.627,-8.784,-3.451
0.627,-8.784,-3.608
1.412,-9.098,-3.137
1.725,-8.784,-3.922
1.569,-9.098,-4.235
0.314,-9.569,-3.922
-0.314,-9.569,-5.02
-0.941,-9.725,-4.392
-1.412,-10.353,-3.922
-2.667,-10.196,-3.608
-2.51,-10.353,-3.137
-2.039,-10.039,-2.98
-2.039,-9.882,-2.824
-1.569,-9.882,-2.039
-0.471,-10.353,-1.882
-0.627,-10.196,-2.196
-0.627,-10.51,-2.667
-0.471,-11.137,-2.824
-0.157,-11.765,-4.392
-0.627,-11.765,-4.706
-1.255,-12.235,-3.451
-1.412,-12.235,-3.294
-1.882,-12.863,-2.98
-1.098,-14.118,-3.294
-1.098,-13.961,-3.765
-1.569,-14.745,-3.922
-1.255,-15.373,-3.451
-0.314,-17.255,-1.412
-0.157,-17.882,-2.039
1.098,-20.235,-0.471
2.98,-19.608,-2.196
2.51,-19.765,-0.627
5.333,-21.176,1.412
5.333,-21.02,0
1.098,-20.235,-0.157
-2.667,-20.549,2.196
1.725,-18.98,-5.49
7.529,-18.353,-8.157
12.549,-19.922,-5.804
10.824,-17.569,-6.118
10.51,-16.471,-6.902
2.824,-17.412,-5.647
-3.137,-16.157,-8.471
-5.02,-12.549,-8.784
-3.922,-9.098,-7.686
-2.039,-6.902,-4.863
2.667,-10.196,-0.784
6.902,-10.196,-0.314
11.137,-5.804,2.196
10.51,-3.765,2.353
7.373,-3.451,2.353
5.647,-3.451,1.725
3.137,-2.824,0.784
2.196,-2.667,0.627
0.941,-2.98,-0.627
-0.627,-3.765,-0.471
-1.255,-4.235,-0.157
0.157,-4.078,0.157
0.941,-4.863,0.627
2.039,-5.804,0.941
2.51,-6.118,1.255
2.51,-6.745,1.412
2.039,-8.471,0.784
1.725,-9.255,0.627
0.627,-10.353,-0.471
0.471,-10.98,-0.941
0.314,-12.549,-1.098
-0.314,-13.49,-1.255
-2.196,-15.373,-1.412
-2.824,-16.314,-1.882
-3.451,-18.039,-3.137
-4.706,-19.765,-4.392
-6.275,-20.235,-5.02
-12.235,-21.961,-5.647
-15.373,-22.431,-7.216
-18.196,-22.902,-9.412
-17.569,-23.059,-9.882
-15.686,-23.059,-11.922
-16.157,-21.961,-15.843
-16.627,-19.608,-17.412
-19.451,-13.333,-24.157
-22.431,-9.725,-25.882
-29.961,-2.196,-21.176
-33.255,0.314,-20.706
-36.549,-0.627,-18.51
-33.569,-5.02,-17.882
-25.569,-6.118,-17.569
-14.431,-7.373,-16.941
3.294,-15.216,-6.902
69.961,-30.431,2.98
47.529,-27.294,-2.98
-29.333,-16.157,-8.314
-30.275,-10.667,-5.961
2.667,-17.098,2.667
-11.294,-10.196,0.314
-7.686,-3.608,1.255
-7.373,-2.667,-3.922
-9.255,-3.608,-10.667
-3.451,-9.412,-10.353
-2.824,-13.333,-5.804
-3.922,-15.843,-3.608
-2.824,-13.02,-4.549
-0.627,-10.98,-2.98
0.471,-9.569,-2.98
-0.157,-8.941,-1.412
-0.471,-8,-2.353
-1.412,-8,-3.294
-2.51,-9.412,-3.765
-2.51,-10.039,-3.451
-1.098,-10.824,-2.98
0.941,-9.882,-3.294
1.569,-8.941,-4.078
2.667,-8.784,-3.451
1.725,-8.627,-2.196
1.725,-9.412,-2.51
0.314,-9.882,-2.51
-1.098,-9.725,-2.98
-0.941,-9.725,-2.039
-0.941,-8.627,-2.98
-1.412,-9.098,-2.51
-0.627,-9.255,-2.824
-0.157,-9.255,-3.137
0,-9.412,-2.667
0.314,-9.412,-3.294
0.471,-9.412,-3.294
0.157,-9.412,-3.294
0.471,-9.569,-3.922
0.157,-9.098,-4.078
-0.314,-9.569,-3.765
0,-9.725,-3.922
-0.627,-9.725,-4.078
-0.784,-9.882,-4.078
-0.941,-10.039,-3.765
-1.255,-9.882,-3.608
-2.667,-10.039,-3.137
-2.196,-10.353,-2.98
-2.196,-10.196,-3.137
-2.039,-10.353,-2.667
-2.196,-10.51,-2.039
-1.569,-10.51,-1.255
-1.725,-10.51,-1.569
-1.255,-11.608,-1.255
-0.941,-11.922,-2.039
-1.255,-12.235,-3.608
-0.941,-13.176,-3.451
-1.569,-12.549,-3.765
-2.196,-13.49,-2.98
-1.412,-14.118,-2.51
-0.314,-14.588,-3.765
-0.471,-14.745,-4.078
0,-16.314,-2.98
0.941,-18.196,-1.569
0.627,-19.451,-1.725
3.922,-21.961,-1.098
5.804,-21.804,-2.039
4.235,-22.588,-0.627
5.647,-23.686,0.157
3.451,-21.804,-2.039
-0.784,-21.49,0.314
2.667,-19.922,-4.863
12.392,-18.667,-10.824
14.118,-18.98,-9.255
7.686,-16.471,-7.216
4.235,-15.686,-5.961
-4.392,-15.216,-10.039
-6.588,-14.902,-9.725
-6.118,-10.039,-9.725
2.98,-9.882,-2.98
4.863,-10.353,-1.725
10.039,-9.569,0
11.608,-8.314,1.412
10.667,-4.078,2.039
7.843,-2.824,1.882
3.608,-2.196,1.412
3.137,-1.725,1.098
3.137,-2.824,1.412
3.294,-4.235,1.569
2.98,-4.549,1.882
2.824,-4.863,2.196
2.353,-5.02,2.039
1.255,-5.961,2.196
0.941,-5.961,2.039
1.255,-7.059,1.882
1.412,-7.843,1.725
1.255,-8.471,1.412
0.471,-10.039,0
-0.314,-10.824,-0.471
-0.941,-11.451,-2.039
-1.569,-12.078,-2.196
-2.196,-13.02,-2.98
-2.51,-13.333,-3.451
-2.98,-14.431,-3.922
-3.922,-16,-4.235
-4.706,-16.784,-4.863
-7.059,-19.137,-5.961
-9.725,-19.922,-7.059
-14.745,-22.118,-9.412
-16.627,-23.529,-10.196
-18.353,-25.412,-12.706
-18.196,-24.627,-13.961
-18.039,-23.529,-13.961
-17.882,-19.765,-15.843
-17.255,-16.157,-18.196
-21.647,-8.627,-21.02
-26.039,-5.961,-20.392
-35.922,-0.627,-18.353
-38.588,1.255,-18.196
-34.039,-3.294,-15.216
-21.804,-10.353,-15.373
-18.51,-9.412,-14.118
2.353,-13.961,-5.333
26.353,-18.98,-1.882
73.098,-28.706,6.745
25.412,-20.863,-10.98
-39.843,-10.667,-4.392
-19.922,-9.725,4.549
-8.941,-21.333,1.569
-12.235,-6.745,-4.706
-9.882,-4.235,-2.667
-5.176,-9.725,-3.608
-1.725,-9.412,-9.569
-2.824,-10.824,-3.608
-5.02,-12.235,-2.353
-2.039,-11.451,-4.549
-0.471,-9.725,-4.235
0.314,-9.725,-3.765
-0.471,-10.353,-2.824
-1.255,-9.725,-2.51
-1.412,-8.784,-2.98
-1.098,-8.627,-2.98
-0.157,-8.627,-3.137
-0.314,-9.255,-3.137
2.039,-10.51,-2.824
2.667,-9.725,-4.235
2.824,-9.569,-3.294
2.196,-8.784,-3.294
2.353,-8.941,-2.667
0.314,-9.569,-2.353
0,-9.098,-2.98
-0.784,-8.627,-2.667
-0.941,-9.882,-2.667
-0.627,-9.569,-3.294
-0.471,-9.725,-3.451
-0.471,-9.725,-3.294
0.471,-9.569,-3.451
0.157,-9.412,-3.765
-0.157,-9.725,-3.922
0.314,-9.725,-3.922
0,-9.412,-4.706
-0.157,-9.882,-3.922
0,-10.196,-3.765
-0.627,-10.196,-3.922
-0.784,-10.353,-3.608
-1.098,-10.51,-3.294
-1.412,-10.196,-3.451
-1.569,-10.353,-2.98
-2.039,-10.039,-2.667
-1.725,-9.882,-2.667
-1.725,-10.353,-1.725
-1.412,-10.196,-2.039
-1.725,-9.725,-2.196
-1.725,-10.196,-1.725
-0.471,-10.667,-2.039
-0.784,-10.824,-3.294
-0.941,-12.392,-3.451
-0.941,-12.549,-4.549
-1.255,-12.392,-4.549
-1.412,-12.706,-3.451
-1.412,-12.863,-2.824
-2.039,-13.02,-3.451
-1.725,-14.118,-2.98
-1.098,-14.902,-2.667
-1.412,-15.843,-2.196
-0.784,-16.784,-0.627
2.196,-18.196,0.314
1.569,-18.824,0
5.176,-21.647,1.255
6.431,-21.176,-0.314
4.235,-21.333,-0.941
4.392,-21.961,-1.725
3.765,-22.118,-2.667
6.118,-21.02,-3.922
8.627,-20.235,-5.961
11.137,-20.235,-7.686
9.882,-19.294,-5.961
0.784,-17.569,-1.882
-2.039,-16.314,-3.922
-6.588,-15.059,-7.373
-1.255,-12.235,-8.941
-0.157,-10.039,-6.588
0.941,-9.725,-3.608
3.608,-11.137,-1.569
8.627,-9.255,0.314
9.098,-6.588,0.941
6.431,-3.922,1.882
4.863,-3.294,1.725
2.824,-2.353,1.412
2.824,-2.353,1.569
3.137,-3.137,1.569
2.98,-4.706,1.882
2.667,-5.176,2.196
2.196,-5.804,2.98
1.725,-5.961,2.824
1.098,-6.588,2.824
0.784,-7.216,2.51
1.098,-8,2.353
0.784,-9.412,1.255
0.784,-9.882,1.098
-0.941,-11.451,-0.627
-1.569,-11.765,-1.098
-2.039,-13.333,-2.039
-1.882,-13.804,-2.51
-1.569,-14.902,-3.137
-3.922,-16,-4.706
-4.078,-16.627,-5.49
-5.02,-17.882,-6.431
-5.961,-18.353,-6.902
-9.725,-20.078,-8.784
-11.608,-20.706,-9.882
-16.627,-22.431,-13.804
-18.51,-23.059,-15.529
-19.922,-23.529,-18.353
-20.235,-19.922,-19.765
-20.235,-17.098,-21.02
-21.02,-9.725,-25.412
-23.529,-6.118,-26.353
-30.902,-1.569,-24.157
-34.98,0.157,-23.216
-35.608,0.784,-21.49
-27.608,-5.176,-19.765
-23.686,-5.176,-18.98
-8.627,-10.196,-13.961
13.647,-22.118,6.902
72,-32.941,4.549
23.216,-25.255,-14.431
-38.745,-13.176,-9.725
-17.569,-10.51,-3.922
0.627,-18.51,3.294
-12.863,-2.824,1.255
-7.373,1.255,-2.98
-8.941,-2.824,-10.98
-6.745,-5.804,-14.118
-2.196,-15.373,-4.078
-4.235,-17.255,-1.412
-3.451,-12.235,-6.275
-1.725,-11.608,-3.294
0,-10.51,-4.392
0.627,-8.627,-2.353
0.471,-7.843,-1.882
-0.941,-7.529,-3.765
-1.569,-7.843,-2.824
-2.98,-10.039,-3.608
-2.51,-10.824,-3.137
-1.255,-11.137,-3.451
0.784,-9.725,-3.608
0.941,-9.255,-2.98
0.314,-8.471,-3.451
-0.784,-8.627,-3.294
-0.941,-9.882,-2.824
-1.098,-9.098,-3.294
-2.039,-9.255,-3.451
-1.255,-9.882,-2.98
-1.255,-9.412,-3.451
-1.255,-9.569,-2.98
-0.314,-9.725,-2.824
-0.314,-9.098,-3.451
-0.471,-9.255,-3.608
0,-9.882,-3.137
-0.314,-9.882,-4.078
-0.627,-9.882,-3.765
0.314,-9.725,-3.765
0.157,-9.255,-4.078
-0.157,-9.098,-4.078
-0.471,-8.941,-3.608
-0.784,-8.784,-3.451
-0.784,-8.627,-3.922
-1.569,-8.627,-3.922
-1.569,-9.569,-3.451
-1.412,-9.725,-3.765
-1.882,-9.569,-3.451
-2.039,-9.725,-3.608
-2.196,-9.412,-3.137
-1.569,-10.196,-1.882
-0.627,-10.039,-1.725
-0.784,-10.196,-2.353
-0.941,-11.294,-2.196
-1.412,-11.451,-3.294
-2.039,-11.765,-2.98
-2.039,-12.706,-2.353
-2.196,-12.706,-3.137
-2.196,-13.333,-2.196
-1.569,-13.961,-2.196
-1.569,-13.49,-3.608
-1.412,-14.745,-3.137
-1.098,-15.686,-2.667
0,-17.882,-1.098
0.314,-18.353,-1.412
1.569,-20.392,-0.314
3.765,-20.706,-0.471
2.51,-19.294,-0.941
4.392,-20.549,1.098
6.118,-20.078,-1.725
2.824,-20.235,-2.039
1.569,-20.549,-0.471
4.078,-19.922,-5.49
7.059,-19.451,-7.686
10.039,-19.451,-7.216
9.882,-18.353,-7.216
3.294,-17.255,-2.353
0.314,-16.314,-5.49
-7.529,-14.588,-8.157
-3.608,-11.451,-10.353
-2.98,-9.098,-7.216
1.569,-9.569,-3.765
4.078,-10.353,-2.039
9.882,-9.255,0.471
10.98,-7.216,0.941
7.843,-4.392,1.569
3.765,-3.451,0.784
2.824,-3.137,0.627
2.824,-3.137,1.098
2.98,-3.608,1.098
2.824,-4.549,1.569
2.667,-5.02,1.882
2.196,-5.333,2.353
1.882,-5.804,2.039
1.098,-6.118,2.039
1.255,-6.118,1.412
1.569,-6.431,1.412
1.255,-7.529,0.784
0.941,-8,0.314
0.627,-9.412,-0.784
0.471,-10.196,-1.098
0.157,-11.137,-1.882
0.314,-12.549,-2.667
0.314,-13.333,-2.824
-0.627,-16.157,-3.294
-0.941,-17.255,-4.078
-1.725,-19.922,-4.706
-3.451,-21.804,-4.235
-8.314,-22.588,-8.627
-10.196,-22.588,-9.412
-14.431,-23.686,-11.294
-17.098,-23.216,-12.549
-17.882,-22.431,-12.863
-19.451,-21.02,-13.961
-20.078,-20.235,-14.745
-20.392,-16.627,-16
-20.078,-14.275,-16.627
-22.431,-9.882,-18.667
-29.02,-5.647,-21.49
-30.431,-3.294,-21.647
-30.431,-1.098,-19.294
-29.49,-2.51,-17.098
-26.039,-5.961,-14.275
-24,-6.118,-13.49
-18.667,-10.039,-15.059
-18.039,-8.941,-14.118
11.765,-16,0.157
61.02,-25.098,8.471
60.863,-25.255,6.118
-28.863,-18.039,-2.667
-41.569,-14.745,-6.118
-4.706,-15.686,-0.784
-7.216,-18.196,-0.157
-9.098,-5.02,-1.098
5.02,-0.157,-11.608
5.804,-2.667,-10.51
-5.176,-10.667,-6.745
-5.176,-14.431,-5.647
-3.608,-11.137,-6.902
-3.294,-9.882,-5.647
-3.137,-11.137,-3.294
-1.569,-11.608,-2.824
-1.882,-9.882,-2.353
-2.824,-9.255,-3.137
-2.196,-9.412,-3.294
-1.882,-8.784,-2.98
-2.196,-8.941,-2.667
0,-10.353,-2.667
0.784,-10.98,-2.196
2.353,-10.196,-3.137
2.667,-9.098,-3.137
1.882,-9.098,-2.824
0.314,-9.255,-2.667
-0.314,-9.412,-2.353
-0.627,-8.157,-4.235
-0.941,-8.471,-3.294
-0.471,-8.784,-3.294
-0.784,-8.471,-3.294
0.157,-9.412,-3.294
1.569,-9.255,-3.765
0.784,-8.941,-3.608
0.627,-9.569,-2.824
0.627,-9.412,-3.137
0,-8.471,-3.922
-0.471,-8.627,-4.078
-0.471,-8.941,-3.608
-0.314,-8.941,-4.078
-0.314,-9.098,-4.078
-0.314,-9.569,-4.549
-0.157,-9.725,-4.549
-1.412,-10.196,-3.451
-1.725,-10.039,-2.667
-2.196,-10.039,-2.98
-1.569,-9.725,-2.667
-1.255,-9.725,-2.039
-0.784,-10.196,-2.353
-0.784,-10.667,-1.882
0,-11.765,-2.824
0,-12.078,-3.137
-0.627,-12.392,-3.451
-0.627,-12.863,-2.98
-1.725,-12.078,-4.235
-2.196,-11.765,-3.765
-1.725,-13.647,-3.137
-0.941,-13.804,-4.706
-0.941,-14.588,-4.706
-0.314,-15.373,-4.078
-0.627,-15.529,-4.235
-1.569,-16.941,-2.353
-0.627,-17.882,-0.627
0,-19.451,-1.412
3.294,-22.118,0.627
5.49,-21.804,-0.627
3.294,-22.275,1.098
3.294,-23.216,1.882
-1.098,-23.529,3.608
-0.784,-22.431,-0.471
9.412,-18.98,-10.039
12.549,-19.608,-10.353
14.118,-20.392,-6.118
11.608,-16.157,-8.471
4.235,-17.882,-2.039
-5.647,-15.059,-9.569
-8.784,-14.902,-8.941
-8.157,-8.157,-9.725
-3.137,-8.157,-4.863
5.49,-11.451,-0.784
12.078,-9.725,1.098
14.118,-7.686,1.882
11.608,-4.706,2.51
8.471,-4.078,1.882
3.922,-3.294,0.941
3.451,-2.824,1.412
2.98,-3.451,1.255
2.51,-4.235,1.255
2.039,-5.333,1.725
2.51,-5.49,1.882
2.196,-5.49,2.196
1.569,-6.275,1.882
1.098,-6.588,1.412
0.941,-7.216,1.098
1.098,-7.373,0.784
0.627,-8.471,0.471
0.314,-10.039,-0.471
0,-10.667,-0.941
0.157,-12.078,-2.039
0.157,-12.549,-2.196
0.314,-14.745,-3.294
-0.157,-16,-3.765
-1.255,-17.725,-4.863
-1.412,-18.824,-5.49
-3.451,-20.706,-6.431
